id,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,time
41,-0.626709,0.762451,0.175293,-0.365854,0.396341,-1.85976,1.45711E+12
42,-0.641357,0.750488,0.162598,1.18902,-0.121951,-0.945122,1.45711E+12
43,-0.638916,0.746582,0.160156,-0.213415,0.609756,-2.68293,1.45711E+12
44,-0.638672,0.716309,0.173584,-0.945122,1.98171,0.609756,1.45711E+12
45,-0.633545,0.764648,0.170166,-0.335366,0.97561,0.335366,1.45711E+12
46,-0.64624,0.754639,0.13208,-1.61585,-0.762195,-6.12805,1.45711E+12
47,-0.648438,0.729492,0.179443,-14.2683,-2.16463,-10.1829,1.45711E+12
48,-0.663818,0.740479,0.189697,-7.34756,-6.34146,-16.8293,1.45711E+12
49,-0.691406,0.703125,0.239014,-8.87195,-9.48171,-26.8598,1.45711E+12
50,-0.742676,0.540527,0.297607,-15.0305,-9.84756,-35.061,1.45711E+12
51,-0.781006,0.437744,0.351318,-20.9756,-2.07317,-18.4451,1.45711E+12
52,-0.794434,0.498291,0.347168,-2.5,-3.44512,-9.87805,1.45711E+12
53,-0.800293,0.425049,0.378174,11.2805,-7.5,-0.579268,1.45711E+12
54,-0.789307,0.540771,0.345215,15.4878,-3.47561,4.11585,1.45711E+12
55,-0.779785,0.529785,0.36792,3.96341,-1.12805,0.945122,1.45711E+12
56,-0.77124,0.534424,0.346191,-1.18902,0.670732,0.609756,1.45711E+12
57,-0.775635,0.527832,0.361328,-3.68902,1.34146,-2.46951,1.45711E+12
58,-0.775391,0.544189,0.354248,1.95122,1.34146,-0.579268,1.45711E+12
59,-0.772461,0.529541,0.355225,5.09146,0.548781,-0.0914634,1.45711E+12
60,-0.774902,0.523682,0.342773,-2.46951,2.16463,-0.121951,1.45711E+12
61,-0.771484,0.519287,0.353027,0.426829,-0.304878,1.21951,1.45711E+12
62,-0.773193,0.544922,0.324951,1.18902,1.34146,3.75,1.45711E+12
63,-0.762451,0.550781,0.320801,3.96341,2.9878,4.32927,1.45711E+12
64,-0.767822,0.605469,0.306396,2.68293,2.19512,1.37195,1.45711E+12
65,-0.759766,0.545166,0.338379,1.40244,1.37195,0.0304878,1.45711E+12
66,-0.764893,0.547607,0.325684,-2.43902,1.70732,-0.396341,1.45711E+12
67,-0.758057,0.58374,0.316895,15.5183,2.22561,10.8537,1.45711E+12
68,-0.702393,0.658203,0.298096,41.0061,13.628,24.0244,1.45711E+12
69,-0.685547,0.616943,0.208252,16.8902,17.1037,32.9878,1.45711E+12
70,-0.641357,0.777344,0.132324,11.5854,16.372,26.8293,1.45711E+12
71,-0.621826,0.772461,0.109131,-0.914634,8.14024,12.1037,1.45711E+12
72,-0.590088,0.851562,0.0993652,3.90244,3.07927,5.60976,1.45711E+12
73,-0.594727,0.824951,0.122559,1.64634,0,-2.04268,1.45711E+12
74,-0.600586,0.775879,0.115967,1.76829,1.82927,-0.0914634,1.45711E+12
75,-0.595459,0.809814,0.108398,-1.58537,2.10366,1.31098,1.45711E+12
76,-0.593262,0.793945,0.129883,2.59146,-1.4939,0.335366,1.45711E+12
77,-0.582275,0.792236,0.105957,-0.182927,-0.0609756,-0.518293,1.45711E+12
78,-0.58374,0.812012,0.110107,-0.640244,0.792683,-0.670732,1.45711E+12
79,-0.588379,0.790283,0.103027,1.25,-0.304878,-1.58537,1.45711E+12
80,-0.588379,0.803711,0.115723,-0.0914634,1.21951,-0.0304878,1.45711E+12
81,-0.592529,0.793701,0.108643,1.95122,-1.37195,-0.945122,1.45711E+12
82,-0.588135,0.788086,0.102539,0.213415,-0.182927,-1.98171,1.45711E+12
83,-0.592041,0.811768,0.10376,-0.27439,1.34146,-0.792683,1.45711E+12
84,-0.598145,0.802002,0.102051,1.28049,-1.15854,-1.46341,1.45711E+12
85,-0.587646,0.793701,0.114502,-1.37195,0.487805,-2.71341,1.45711E+12
86,-0.604492,0.797119,0.100586,1.76829,0.213415,-2.56098,1.45711E+12
87,-0.598145,0.781738,0.110107,-1.55488,-0.243902,-1.55488,1.45711E+12
88,-0.599365,0.79541,0.125488,-2.65244,0,-2.83537,1.45711E+12
89,-0.610107,0.771729,0.106689,-1.37195,-1.09756,-3.75,1.45711E+12
90,-0.60083,0.788086,0.126709,-1.12805,-0.365854,-2.65244,1.45711E+12
91,-0.621826,0.756104,0.135254,-2.16463,-1.98171,-4.26829,1.45711E+12
92,-0.619873,0.747559,0.123779,-2.92683,0,-4.05488,1.45711E+12
93,-0.623291,0.770996,0.108398,-0.670732,3.53659,-0.396341,1.45711E+12
94,-0.62793,0.78125,0.130371,1.52439,-0.853659,-0.914634,1.45711E+12
95,-0.612549,0.759277,0.134521,-1.12805,2.40854,-1.92073,1.45711E+12
96,-0.625977,0.755859,0.12915,0.609756,0.365854,-1.79878,1.45711E+12
97,-0.621338,0.762451,0.132812,-0.426829,0.121951,-1.64634,1.45711E+12
98,-0.633301,0.781006,0.130371,2.16463,0.0609756,-0.487805,1.45711E+12
99,-0.629883,0.772461,0.122559,-0.70122,-0.487805,-2.80488,1.45711E+12
100,-0.641602,0.764404,0.136963,-0.365854,-0.518293,-4.26829,1.45711E+12
101,-0.636963,0.768555,0.113281,-0.609756,0.335366,-0.884146,1.45711E+12
102,-0.638428,0.86084,0.0778809,-11.5549,-8.81098,-15.7317,1.45711E+12
103,-0.68335,0.736328,0.152832,-35.6402,-20.0305,-45.5183,1.45711E+12
104,-0.736328,0.488281,0.328857,-29.7256,-19.6951,-54.4207,1.45711E+12
105,-0.797119,0.408447,0.438477,-24.0549,-6.34146,-25.0305,1.45711E+12
106,-0.816162,0.401611,0.444336,-7.53049,-1.09756,-8.07927,1.45711E+12
107,-0.836426,0.404053,0.424072,-0.914634,-3.01829,-7.83537,1.45711E+12
108,-0.817871,0.352783,0.409424,0.884146,-0.762195,-2.68293,1.45711E+12
109,-0.834229,0.417969,0.421387,2.22561,0.0609756,-1.34146,1.45711E+12
110,-0.84668,0.379639,0.395508,-2.19512,-1.43293,-2.37805,1.45711E+12
111,-0.802979,0.410645,0.440674,-1.37195,0.853659,-4.57317,1.45711E+12
112,-0.827393,0.366211,0.400635,-5.57927,-0.182927,-1.92073,1.45711E+12
113,-0.83252,0.399658,0.45459,-3.38415,1.18902,-0.731707,1.45711E+12
114,-0.834229,0.331299,0.431641,0.70122,0.670732,-1.28049,1.45711E+12
115,-0.820068,0.337646,0.442139,4.45122,0.457317,2.68293,1.45711E+12
116,-0.824463,0.404785,0.43335,6.55488,4.35976,9.87805,1.45711E+12
117,-0.827637,0.424561,0.389404,16.4024,4.05488,13.0183,1.45711E+12
118,-0.80542,0.418701,0.402832,14.6341,7.16463,21.8293,1.45711E+12
119,-0.747803,0.556396,0.313721,26.9207,19.5427,45.3049,1.45711E+12
120,-0.695312,0.713135,0.260742,18.9329,15.8537,35.2744,1.45711E+12
121,-0.665283,0.796387,0.153564,16.4329,14.2378,31.1585,1.45711E+12
122,-0.630615,0.810303,0.14624,-0.365854,5.33537,11.25,1.45711E+12
123,-0.617432,0.758301,0.161133,-0.609756,3.78049,3.47561,1.45711E+12
124,-0.60791,0.793945,0.126953,9.17683,5.18293,5.85366,1.45711E+12
125,-0.605713,0.779297,0.135254,0,0.70122,0.27439,1.45711E+12
126,-0.5979,0.788818,0.132812,0.731707,0.487805,-0.609756,1.45711E+12
127,-0.592529,0.804199,0.111084,-1.21951,1.55488,-0.487805,1.45711E+12
128,-0.610596,0.760254,0.125732,0.792683,-0.213415,-1.98171,1.45711E+12
129,-0.593262,0.814453,0.127441,1.15854,0.823171,-0.213415,1.45711E+12
130,-0.603516,0.789062,0.125,0.609756,0.884146,-0.792683,1.45711E+12
131,-0.603027,0.769775,0.123535,0.182927,0.640244,-1.12805,1.45711E+12
132,-0.595215,0.791992,0.125,0.243902,1.18902,-0.640244,1.45711E+12
133,-0.610596,0.792969,0.124023,0.0914634,1.18902,-0.335366,1.45711E+12
134,-0.605957,0.787598,0.131592,0.579268,0.609756,-0.762195,1.45711E+12
135,-0.605713,0.770752,0.127441,0.0914634,0,-1.09756,1.45711E+12
136,-0.611084,0.762939,0.12793,0.609756,1.06707,0.762195,1.45711E+12
137,-0.591309,0.810059,0.114258,-0.0304878,2.68293,1.76829,1.45711E+12
138,-0.597412,0.806396,0.114258,-0.914634,1.06707,-0.152439,1.45711E+12
139,-0.587402,0.763672,0.130859,-0.27439,0.487805,-0.914634,1.45711E+12
140,-0.599365,0.81665,0.119141,1.18902,1.40244,-0.121951,1.45711E+12
141,-0.593994,0.771729,0.119141,-0.731707,0.243902,-1.92073,1.45711E+12
142,-0.588623,0.805176,0.119629,0.762195,-0.0609756,-1.09756,1.45711E+12
143,-0.596436,0.782959,0.126953,3.32317,-0.731707,0.121951,1.45711E+12
144,-0.581787,0.79248,0.111328,-0.579268,1.25,-0.396341,1.45711E+12
145,-0.594971,0.791504,0.12793,-1.79878,1.03659,-2.92683,1.45711E+12
146,-0.597168,0.772461,0.109863,1.85976,1.43293,-0.426829,1.45711E+12
147,-0.589111,0.804932,0.117432,-0.914634,1.98171,0.0914634,1.45711E+12
148,-0.606689,0.798584,0.110107,0.426829,1.37195,0.304878,1.45711E+12
149,-0.586426,0.796387,0.124512,-0.945122,0.304878,-1.43293,1.45711E+12
150,-0.603027,0.806885,0.130371,1.40244,0.640244,-0.823171,1.45711E+12
151,-0.602051,0.787598,0.102539,-0.670732,-2.19512,-5.57927,1.45711E+12
152,-0.624512,0.797363,0.106689,-13.2927,-4.78659,-14.3902,1.45711E+12
153,-0.653809,0.792725,0.175781,-15.6402,-16.9207,-26.9817,1.45711E+12
154,-0.703369,0.639404,0.278564,-24.2073,-10,-33.75,1.45711E+12
155,-0.750732,0.515869,0.321777,-13.2012,-5.2439,-16.9817,1.45711E+12
156,-0.74707,0.552002,0.327393,0.518293,-2.04268,-5.2439,1.45711E+12
157,-0.749023,0.539795,0.309326,-0.152439,-2.65244,-5.4878,1.45711E+12
158,-0.743408,0.518555,0.347412,10.122,-5.91463,0.213415,1.45711E+12
159,-0.746338,0.601807,0.36377,3.01829,-1.21951,0.945122,1.45711E+12
160,-0.760742,0.54541,0.359375,-4.84756,3.35366,-0.823171,1.45711E+12
161,-0.749756,0.563232,0.342285,0.304878,1.82927,0.792683,1.45711E+12
162,-0.745361,0.594482,0.349854,2.83537,3.62805,1.52439,1.45711E+12
163,-0.739258,0.533691,0.315674,6.21951,4.29878,5.60976,1.45711E+12
164,-0.733887,0.575928,0.300049,7.95732,2.22561,5.27439,1.45711E+12
165,-0.719482,0.590088,0.282471,2.40854,2.9878,10.3354,1.45711E+12
166,-0.69873,0.666016,0.301025,22.6524,5.64024,16.1585,1.45711E+12
167,-0.661621,0.721191,0.221436,16.4329,14.3902,16.7683,1.45711E+12
168,-0.640869,0.749023,0.169678,7.07317,16.0366,20.2134,1.45711E+12
169,-0.619873,0.80835,0.130859,4.05488,13.9024,14.9085,1.45711E+12
170,-0.594727,0.824951,0.0605469,6.79878,7.2561,8.96342,1.45711E+12
171,-0.570801,0.821045,0.0627441,-1.03659,2.04268,-0.792683,1.45711E+12
172,-0.581543,0.860352,0.0759277,5.67073,0.0914634,2.07317,1.45711E+12
173,-0.57666,0.796387,0.0690918,-1.12805,3.07927,-0.121951,1.45711E+12
174,-0.569824,0.8125,0.0693359,0.670732,-1.37195,0.914634,1.45711E+12
175,-0.570312,0.827393,0.0778809,-1.31098,1.28049,-3.10976,1.45711E+12
176,-0.586914,0.798828,0.0822754,2.22561,-1.70732,-2.31707,1.45711E+12
177,-0.567383,0.814209,0.0947266,-1.0061,1.0061,0.365854,1.45711E+12
178,-0.571289,0.809326,0.092041,0.426829,-0.27439,-1.64634,1.45711E+12
179,-0.571533,0.810791,0.083252,1.7378,-0.0304878,0.426829,1.45711E+12
180,-0.571533,0.820068,0.0759277,0.335366,0.457317,-0.823171,1.45711E+12
181,-0.563965,0.820068,0.0952148,0.548781,-0.0609756,-0.335366,1.45711E+12
182,-0.572266,0.818115,0.0759277,4.42073,0.27439,0.823171,1.45711E+12
183,-0.563477,0.828613,0.0722656,-0.304878,0.304878,-1.18902,1.45711E+12
184,-0.560791,0.823242,0.0900879,-1.4939,1.43293,-1.92073,1.45711E+12
185,-0.561768,0.824219,0.0791016,-1.7378,1.89024,-1.64634,1.45711E+12
186,-0.571289,0.806885,0.0681152,0.121951,-1.18902,-2.59146,1.45711E+12
187,-0.571533,0.805908,0.0827637,-2.0122,2.10366,-1.12805,1.45711E+12
188,-0.581299,0.81543,0.0947266,1.21951,-0.884146,-1.58537,1.45711E+12
189,-0.580322,0.80249,0.0925293,-1.40244,0.548781,-2.07317,1.45711E+12
190,-0.56958,0.80835,0.100098,-1.85976,0.670732,-1.61585,1.45711E+12
191,-0.583984,0.799316,0.102295,0.121951,-0.945122,-2.83537,1.45711E+12
192,-0.587646,0.810303,0.0986328,-0.304878,0.365854,-0.731707,1.45711E+12
193,-0.585938,0.808105,0.0949707,-1.06707,0.884146,-2.62195,1.45711E+12
194,-0.596924,0.790527,0.0979004,-0.670732,0.853659,-2.37805,1.45711E+12
195,-0.590088,0.785645,0.0961914,-1.4939,0.487805,-1.09756,1.45711E+12
196,-0.60376,0.79834,0.0949707,0.457317,-1.09756,-2.95732,1.45711E+12
197,-0.596436,0.789795,0.108154,-3.47561,-1.70732,-4.66463,1.45711E+12
198,-0.616455,0.79834,0.11499,-1.18902,-2.86585,-4.02439,1.45711E+12
199,-0.614014,0.786865,0.135742,-18.5976,-4.81707,-13.811,1.45711E+12
200,-0.648438,0.767334,0.208008,-17.6829,-8.04878,-19.7561,1.45711E+12
201,-0.691162,0.662598,0.221191,-14.9085,-7.77439,-24.6951,1.45711E+12
202,-0.712646,0.631104,0.290527,-18.6585,-8.04878,-25.3963,1.45711E+12
203,-0.767334,0.541504,0.348389,-33.2927,-3.62805,-22.8354,1.45711E+12
204,-0.773193,0.446777,0.38916,-28.6585,-0.792683,-17.8049,1.45711E+12
205,-0.782471,0.427246,0.383057,18.2317,-7.89634,-6.95122,1.45711E+12
206,-0.782715,0.516846,0.393311,1.46341,0.70122,2.59146,1.45711E+12
207,-0.780762,0.49585,0.393555,-1.58537,0.518293,1.4939,1.45711E+12
208,-0.789795,0.468018,0.400146,-0.823171,1.34146,2.07317,1.45711E+12
209,-0.795166,0.512695,0.394531,0.823171,1.03659,4.2378,1.45711E+12
210,-0.777344,0.435303,0.423096,1.67683,2.7439,2.65244,1.45711E+12
211,-0.757812,0.547119,0.368652,18.872,1.18902,9.84756,1.45711E+12
212,-0.764648,0.57373,0.382324,12.1341,3.23171,8.65854,1.45711E+12
213,-0.745605,0.572021,0.345947,15.4878,1.43293,9.23781,1.45711E+12
214,-0.729248,0.601318,0.34668,19.2073,11.8293,18.7805,1.45711E+12
215,-0.689697,0.731445,0.240967,20.2744,14.6951,28.1402,1.45711E+12
216,-0.630371,0.800781,0.186523,22.6524,15.0305,28.5061,1.45711E+12
217,-0.604248,0.919678,0.0441895,16.5549,10.8537,15.3354,1.45711E+12
218,-0.587158,0.823242,0.0610352,1.09756,2.2561,2.43902,1.45711E+12
219,-0.583252,0.809082,0.0898438,-1.52439,-0.70122,-3.47561,1.45711E+12
220,-0.598145,0.790039,0.0871582,3.23171,2.83537,1.40244,1.45711E+12
221,-0.589111,0.807129,0.0927734,0.823171,1.7378,-0.304878,1.45711E+12
222,-0.587158,0.791992,0.090332,-0.27439,1.37195,-0.396341,1.45711E+12
223,-0.59375,0.798828,0.0754395,1.43293,0.548781,-0.0914634,1.45711E+12
224,-0.581299,0.809082,0.079834,0.121951,0.518293,-0.670732,1.45711E+12
225,-0.586914,0.79541,0.0803223,0.579268,0.640244,-1.15854,1.45711E+12
226,-0.590576,0.806885,0.0769043,0.609756,0.609756,-1.09756,1.45711E+12
227,-0.579346,0.792969,0.0888672,0,0.945122,0.152439,1.45711E+12
228,-0.5896,0.805176,0.0749512,0.304878,0,-2.04268,1.45711E+12
229,-0.585938,0.803467,0.0854492,0.335366,0.27439,-1.28049,1.45711E+12
230,-0.583252,0.825684,0.0722656,-0.27439,1.61585,-0.152439,1.45711E+12
231,-0.592041,0.802002,0.076416,-0.213415,0.152439,-1.79878,1.45711E+12
232,-0.594971,0.812988,0.0803223,0.853659,0.518293,-0.823171,1.45711E+12
233,-0.586914,0.799561,0.0800781,-0.487805,1.15854,-0.304878,1.45711E+12
234,-0.589844,0.789062,0.0847168,0.335366,0.426829,-1.21951,1.45711E+12
235,-0.588623,0.80127,0.0866699,-0.97561,0.457317,-0.853659,1.45711E+12
236,-0.593018,0.801025,0.0639648,0.518293,1.25,-1.09756,1.45711E+12
237,-0.592041,0.807861,0.083252,-0.152439,-0.243902,-2.2561,1.45711E+12
238,-0.594238,0.798828,0.0871582,0.121951,-0.121951,-2.22561,1.45711E+12
239,-0.596191,0.784912,0.0859375,0.121951,-0.27439,-2.0122,1.45711E+12
240,-0.595459,0.796631,0.078125,-2.16463,0.945122,-2.77439,1.45711E+12
241,-0.616699,0.78833,0.0939941,0.609756,0,-1.61585,1.45711E+12
242,-0.603271,0.799072,0.0991211,-0.97561,-0.213415,-1.67683,1.45711E+12
243,-0.615234,0.7771,0.0949707,0.548781,-1.31098,-2.40854,1.45711E+12
244,-0.598877,0.783691,0.095459,-2.83537,1.03659,-1.21951,1.45711E+12
245,-0.621338,0.768066,0.0895996,1.34146,-1.37195,-3.47561,1.45711E+12
246,-0.612305,0.783691,0.105469,0.152439,0.457317,-0.97561,1.45711E+12
247,-0.61084,0.784668,0.0888672,0.0609756,0.0304878,-1.79878,1.45711E+12
248,-0.622559,0.770996,0.0979004,-0.365854,-0.243902,-2.9878,1.45711E+12
249,-0.615967,0.77832,0.0932617,-1.64634,0.609756,-1.98171,1.45711E+12
250,-0.637207,0.795166,0.0888672,-3.68902,-4.17683,-7.89634,1.45711E+12
251,-0.637939,0.793457,0.135254,-12.2866,-11.311,-20,1.45711E+12
252,-0.692627,0.678223,0.22168,-25.8841,-16.0366,-33.9939,1.45711E+12
253,-0.728027,0.561279,0.309082,-18.4451,-9.84756,-27.1646,1.45711E+12
254,-0.769775,0.522705,0.318604,-2.62195,-9.26829,-15.2439,1.45711E+12
255,-0.773438,0.509033,0.384521,-4.14634,-3.87195,-5.94512,1.45711E+12
256,-0.757812,0.491455,0.383789,4.81707,-5.7622,-2.56098,1.45711E+12
257,-0.752441,0.546387,0.381592,3.32317,-2.10366,-1.76829,1.45711E+12
258,-0.774414,0.525146,0.363281,-1.70732,0.792683,-0.609756,1.45711E+12
259,-0.776367,0.522217,0.399902,-5.42683,1.85976,-0.792683,1.45711E+12
260,-0.76416,0.537109,0.383545,-1.03659,1.95122,0.731707,1.45711E+12
261,-0.763672,0.51001,0.382812,-1.40244,1.28049,-0.914634,1.45711E+12
262,-0.759277,0.571533,0.340576,2.86585,-2.9878,-2.71341,1.45711E+12
263,-0.753906,0.537354,0.393311,5.06098,1.95122,2.22561,1.45711E+12
264,-0.761719,0.515625,0.397949,-1.25,4.14634,2.80488,1.45711E+12
265,-0.760254,0.571533,0.337402,2.83537,5.57927,7.22561,1.45711E+12
266,-0.724365,0.493652,0.383545,5.97561,10.6707,15.0305,1.45711E+12
267,-0.724609,0.526123,0.276367,12.8659,20.2744,30.5183,1.45711E+12
268,-0.629639,0.760498,0.214111,13.0183,17.2561,30.0305,1.45711E+12
269,-0.612549,0.823486,0.0974121,-0.70122,10.8537,10.5488,1.45711E+12
270,-0.61792,0.77832,0.119385,-0.0914634,4.39024,2.46951,1.45711E+12
271,-0.605713,0.762939,0.129395,2.40854,1.92073,2.77439,1.45711E+12
272,-0.594971,0.837158,0.100586,6.06707,3.20122,4.32927,1.45711E+12
273,-0.593262,0.792725,0.095459,-2.07317,2.40854,-1.12805,1.45711E+12
274,-0.600586,0.786133,0.101318,-0.0609756,-1.61585,-2.34756,1.45711E+12
275,-0.60498,0.776611,0.122314,1.03659,0.335366,-1.4939,1.45711E+12
276,-0.597168,0.775879,0.105225,-0.365854,1.40244,-0.304878,1.45711E+12
277,-0.604736,0.804199,0.10791,1.7378,1.21951,-0.70122,1.45711E+12
278,-0.595947,0.782959,0.0991211,0.548781,0.823171,-1.06707,1.45711E+12
279,-0.596924,0.805908,0.121582,0.609756,1.03659,-1.03659,1.45711E+12
280,-0.616699,0.774658,0.0993652,3.10976,-1.58537,-1.92073,1.45711E+12
281,-0.5979,0.790527,0.109863,-0.426829,1.34146,-0.121951,1.45711E+12
282,-0.602783,0.795166,0.0893555,1.37195,-0.365854,-0.548781,1.45711E+12
283,-0.602295,0.789551,0.0983887,0.335366,0.945122,0.487805,1.45711E+12
284,-0.594238,0.783203,0.0966797,1.06707,1.70732,-0.121951,1.45711E+12
285,-0.600098,0.793213,0.105225,1.09756,-0.335366,-1.06707,1.45711E+12
286,-0.600586,0.781982,0.106201,-0.121951,0.213415,-0.853659,1.45711E+12
287,-0.598389,0.79248,0.0812988,-0.0609756,0.823171,-1.31098,1.45711E+12
288,-0.601807,0.796875,0.097168,0.152439,0.609756,-1.06707,1.45711E+12
289,-0.594727,0.78125,0.095459,-0.579268,0.152439,-1.21951,1.45711E+12
290,-0.602783,0.798584,0.0864258,0.579268,0.670732,-1.12805,1.45711E+12
291,-0.608154,0.780029,0.10498,0.457317,0.243902,-1.0061,1.45711E+12
292,-0.5979,0.793213,0.0961914,-1.61585,1.21951,-1.70732,1.45711E+12
293,-0.605713,0.768799,0.0949707,0.365854,0.27439,-0.884146,1.45711E+12
294,-0.595215,0.790771,0.110352,0.304878,0.579268,-1.0061,1.45711E+12
295,-0.606689,0.796387,0.088623,0.152439,0,-2.2561,1.45711E+12
296,-0.605713,0.782715,0.108643,-0.243902,-0.213415,-1.43293,1.45711E+12
297,-0.609863,0.783447,0.0883789,-1.03659,1.43293,-1.43293,1.45711E+12
298,-0.610596,0.778564,0.103027,1.21951,0.365854,-0.213415,1.45711E+12
299,-0.612549,0.780273,0.0905762,-1.4939,1.06707,-0.335366,1.45711E+12
300,-0.611084,0.768311,0.105469,-1.37195,-0.335366,-1.09756,1.45711E+12
301,-0.606445,0.820801,0.101074,-0.27439,1.52439,-0.182927,1.45711E+12
302,-0.629639,0.857422,0.052002,-11.9512,-6.61585,-13.1707,1.45711E+12
303,-0.63916,0.804199,0.164307,-34.7561,-22.5915,-41.5854,1.45711E+12
304,-0.724121,0.57251,0.325195,-30.7927,-24.7866,-56.6463,1.45711E+12
305,-0.779297,0.388916,0.402344,-14.1768,-9.96951,-30.5488,1.45711E+12
306,-0.795166,0.413574,0.435059,-3.01829,-2.19512,-9.63415,1.45711E+12
307,-0.819092,0.420898,0.435791,-0.945122,-3.93293,-11.0061,1.45711E+12
308,-0.81958,0.379883,0.434326,1.55488,-4.54268,-7.9878,1.45711E+12
309,-0.811279,0.380859,0.456299,-0.335366,-1.55488,-0.884146,1.45711E+12
310,-0.806396,0.390381,0.429199,-3.9939,2.80488,0.304878,1.45711E+12
311,-0.815918,0.393066,0.443115,-0.182927,2.31707,-1.28049,1.45711E+12
312,-0.815186,0.407471,0.41333,-0.945122,1.18902,-0.213415,1.45711E+12
313,-0.815918,0.385254,0.446045,0,0.548781,0.792683,1.45711E+12
314,-0.814209,0.379395,0.434326,2.31707,1.64634,1.85976,1.45711E+12
315,-0.812744,0.38623,0.474121,6.95122,-0.121951,5.88415,1.45711E+12
316,-0.801514,0.414795,0.385254,9.5122,5.21341,7.13415,1.45711E+12
317,-0.807617,0.490234,0.391357,10.1524,5.12195,9.81707,1.45711E+12
318,-0.78125,0.419434,0.40918,3.9939,12.2256,20.2439,1.45711E+12
319,-0.724854,0.507812,0.318115,26.7683,25.6707,46.8902,1.45711E+12
320,-0.663574,0.799072,0.136475,27.0732,28.1707,50.3963,1.45711E+12
321,-0.62207,0.860107,0.0883789,7.10366,14.2988,23.7195,1.45711E+12
322,-0.586182,0.856445,0.0622559,9.81707,4.60366,6.67683,1.45711E+12
323,-0.580078,0.82251,0.0998535,1.61585,1.28049,1.46341,1.45711E+12
324,-0.566895,0.814941,0.0690918,5.18293,4.45122,4.90854,1.45711E+12
325,-0.567871,0.856445,0.0637207,2.31707,1.46341,1.06707,1.45711E+12
326,-0.57251,0.822998,0.0734863,0.731707,0.27439,-2.13415,1.45711E+12
