id,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,time
123,0.543457,0.836426,0.131592,2.65244,1.79878,-2.86585,1.45712E+12
124,0.543701,0.840088,0.119873,-0.762195,-0.426829,-0.579268,1.45712E+12
125,0.552979,0.828369,0.152588,-5.42683,2.65244,-0.792683,1.45712E+12
126,0.545898,0.838867,0.137695,-2.22561,0.121951,-0.609756,1.45712E+12
127,0.557129,0.849854,0.147705,1.64634,1.31098,-2.07317,1.45712E+12
128,0.536377,0.786133,0.15625,-0.121951,0.731707,-0.670732,1.45712E+12
129,0.550293,0.842773,0.151123,2.40854,0.762195,-2.53049,1.45712E+12
130,0.542969,0.820068,0.153564,0.731707,0.823171,0.243902,1.45712E+12
131,0.560303,0.802734,0.174316,-0.609756,1.89024,-1.46341,1.45712E+12
132,0.549316,0.810547,0.163574,-2.37805,0.884146,-0.426829,1.45712E+12
133,0.546143,0.811523,0.166992,0.27439,1.43293,-1.28049,1.45712E+12
134,0.550781,0.814453,0.170166,1.61585,1.79878,-1.31098,1.45712E+12
135,0.537842,0.813965,0.176758,-1.31098,2.43902,-1.03659,1.45712E+12
136,0.539551,0.818359,0.160645,-0.304878,0.914634,0,1.45712E+12
137,0.556152,0.815918,0.168213,-0.609756,0.945122,-1.76829,1.45712E+12
138,0.536377,0.833496,0.171143,-1.0061,-0.365854,0.0304878,1.45712E+12
139,0.543945,0.80957,0.169922,1.28049,1.43293,3.35366,1.45712E+12
140,0.555664,0.820068,0.158203,1.18902,-0.609756,3.07927,1.45712E+12
141,0.563477,0.832275,0.13623,0.670732,0.548781,5.64024,1.45712E+12
142,0.594238,0.848145,0.135498,0.121951,3.96341,16.6463,1.45712E+12
143,0.644043,0.781738,0.1521,-17.4695,10.9756,37.9878,1.45712E+12
144,0.69165,0.622559,0.20166,-6.4939,14.5732,46.1585,1.45712E+12
145,0.760986,0.481201,0.303467,-10.3963,15.3049,31.9207,1.45712E+12
146,0.794189,0.52832,0.327637,-5.73171,7.10366,16.8293,1.45712E+12
147,0.822266,0.429688,0.314209,-6.7378,8.35366,16.9512,1.45712E+12
148,0.819092,0.416016,0.355225,-1.46341,3.20122,5.57927,1.45712E+12
149,0.825684,0.407715,0.362549,5.36585,2.83537,5.18293,1.45712E+12
150,0.83374,0.410156,0.370361,0.762195,3.62805,3.93293,1.45712E+12
151,0.837646,0.376953,0.348389,3.04878,5.51829,8.47561,1.45712E+12
152,0.849365,0.380615,0.385742,3.10976,5.03049,3.75,1.45712E+12
153,0.827148,0.35498,0.408203,-3.07927,0.792683,2.16463,1.45712E+12
154,0.837402,0.368408,0.37085,1.37195,0.884146,-0.853659,1.45712E+12
155,0.848389,0.419434,0.369141,-0.335366,1.06707,-0.0914634,1.45712E+12
156,0.844238,0.334473,0.353271,-3.20122,-1.03659,-1.67683,1.45712E+12
157,0.840088,0.376221,0.380615,-0.945122,0.213415,-2.5,1.45712E+12
158,0.8396,0.41626,0.378174,7.37805,-0.365854,-6.85976,1.45712E+12
159,0.835205,0.368408,0.380371,-0.27439,-0.0609756,-2.77439,1.45712E+12
160,0.832764,0.412598,0.354004,-0.548781,-2.80488,-9.14634,1.45712E+12
161,0.820068,0.316895,0.388428,-1.28049,-7.86585,-21.0976,1.45712E+12
162,0.783447,0.500732,0.29834,0.70122,-14.7561,-36.372,1.45712E+12
163,0.754395,0.54248,0.289062,15,-10.9756,-39.3902,1.45712E+12
164,0.70874,0.719482,0.202637,7.5,-12.9268,-40.8841,1.45712E+12
165,0.647705,0.753174,0.223145,3.71951,-6.95122,-30,1.45712E+12
166,0.61377,0.796143,0.190918,2.62195,-3.44512,-13.1707,1.45712E+12
167,0.613037,0.765381,0.182373,-2.77439,-0.0914634,-5.18293,1.45712E+12
168,0.60083,0.803467,0.202393,-4.32927,2.31707,-4.29878,1.45712E+12
169,0.584229,0.797607,0.200439,0.27439,0.426829,-3.62805,1.45712E+12
170,0.581543,0.762695,0.225098,-0.487805,1.15854,0.853659,1.45712E+12
171,0.5896,0.785645,0.204102,1.18902,1.70732,-0.335366,1.45712E+12
172,0.589355,0.750732,0.212891,-1.82927,1.06707,-0.579268,1.45712E+12
173,0.588135,0.786865,0.216553,-4.66463,2.7439,-1.06707,1.45712E+12
174,0.582031,0.781494,0.220703,-1.85976,0.945122,0.243902,1.45712E+12
175,0.590576,0.776367,0.227295,1.15854,1.06707,-0.396341,1.45712E+12
176,0.596924,0.773193,0.220947,1.15854,0.945122,-0.70122,1.45712E+12
177,0.587402,0.765869,0.230713,-1.12805,0.792683,0.121951,1.45712E+12
178,0.595703,0.780518,0.220215,0.396341,1.58537,-1.79878,1.45712E+12
179,0.584229,0.777344,0.22583,-0.609756,0.213415,0.0304878,1.45712E+12
180,0.594482,0.769531,0.227295,0.27439,1.95122,-0.945122,1.45712E+12
181,0.593018,0.763916,0.2146,-0.243902,-0.152439,-0.457317,1.45712E+12
182,0.591309,0.766357,0.237061,-0.487805,1.09756,-0.0914634,1.45712E+12
183,0.604248,0.762451,0.218994,0.426829,0.823171,-0.213415,1.45712E+12
184,0.588623,0.774414,0.22583,0.0914634,0.609756,-1.31098,1.45712E+12
185,0.590576,0.765625,0.217529,0.731707,1.18902,-0.0914634,1.45712E+12
186,0.593506,0.762939,0.222412,0.243902,0.670732,-0.914634,1.45712E+12
187,0.587891,0.782959,0.228027,-0.762195,0.640244,-0.792683,1.45712E+12
188,0.590576,0.797607,0.220947,2.7439,0.762195,-3.71951,1.45712E+12
189,0.588623,0.787842,0.226318,-0.548781,0.335366,-1.15854,1.45712E+12
190,0.584229,0.77832,0.220215,1.98171,-0.731707,-0.914634,1.45712E+12
191,0.582275,0.779785,0.208008,-1.40244,-0.731707,0.243902,1.45712E+12
192,0.591797,0.77124,0.226562,-1.37195,1.67683,-1.64634,1.45712E+12
193,0.584473,0.777832,0.232422,2.95732,-1.15854,-0.579268,1.45712E+12
194,0.596924,0.770264,0.186768,28.4756,-4.42073,-5.85366,1.45712E+12
195,0.580566,0.839111,0.111816,19.0549,-2.59146,2.10366,1.45712E+12
196,0.603271,0.777832,0.0966797,7.46951,-0.884146,0.0304878,1.45712E+12
197,0.587158,0.853271,0.0756836,12.2866,-0.27439,4.17683,1.45712E+12
198,0.619385,0.865234,0.0270996,-6.64634,10.4878,21.6768,1.45712E+12
199,0.674316,0.795654,0.0654297,-19.6037,17.439,43.4756,1.45712E+12
200,0.746826,0.515381,0.195557,-16.7683,18.3537,46.5549,1.45712E+12
201,0.803711,0.438477,0.272217,-9.05488,11.0366,19.5732,1.45712E+12
202,0.819824,0.531006,0.277588,-1.25,5.57927,5.42683,1.45712E+12
203,0.822266,0.467041,0.255371,-0.182927,4.60366,5.18293,1.45712E+12
204,0.827148,0.491943,0.273682,-0.152439,3.56707,3.87195,1.45712E+12
205,0.840332,0.448242,0.253662,-4.60366,0.609756,2.53049,1.45712E+12
206,0.835449,0.469727,0.285645,1.09756,-0.731707,-0.365854,1.45712E+12
207,0.84668,0.454346,0.269531,-4.96951,0.914634,1.67683,1.45712E+12
208,0.840088,0.411865,0.296631,-5.82317,1.31098,3.07927,1.45712E+12
209,0.848389,0.45874,0.280518,-3.23171,-1.18902,-0.396341,1.45712E+12
210,0.851074,0.387939,0.29248,0.609756,0.640244,-0.304878,1.45712E+12
211,0.846924,0.489258,0.29541,0.609756,-1.09756,-3.84146,1.45712E+12
212,0.851562,0.380859,0.288574,1.46341,0.365854,-2.0122,1.45712E+12
213,0.842041,0.447021,0.307129,4.78659,0.121951,-4.63415,1.45712E+12
214,0.843994,0.40625,0.281006,-1.15854,-2.34756,-6.67683,1.45712E+12
215,0.810303,0.374756,0.302246,13.9634,-10.5793,-32.3476,1.45712E+12
216,0.761719,0.461426,0.23584,12.2561,-12.622,-45.4878,1.45712E+12
217,0.69043,0.772217,0.177002,8.56707,-9.5122,-43.9634,1.45712E+12
218,0.640381,0.669189,0.22168,-14.5732,-5.33537,-39.6037,1.45712E+12
219,0.552002,0.875977,0.128174,0.640244,-8.20122,-35.9451,1.45712E+12
220,0.496582,0.951904,0.125,1.52439,-2.5,-20.2134,1.45712E+12
221,0.493408,0.862305,0.166748,-2.9878,2.65244,1.55488,1.45712E+12
222,0.506104,0.819336,0.172119,-5.39634,2.46951,2.59146,1.45712E+12
223,0.502197,0.82373,0.18042,-8.5061,1.25,0.823171,1.45712E+12
224,0.5,0.860107,0.176514,0.670732,-0.335366,-0.792683,1.45712E+12
225,0.510254,0.824951,0.190918,-0.365854,0.945122,-0.121951,1.45712E+12
226,0.520264,0.821777,0.179932,-2.31707,-0.396341,-2.53049,1.45712E+12
227,0.498291,0.873535,0.193115,-0.243902,2.86585,-2.53049,1.45712E+12
228,0.50415,0.835449,0.180664,0,-0.335366,1.12805,1.45712E+12
229,0.513428,0.845703,0.189941,-1.7378,0.70122,-0.853659,1.45712E+12
230,0.507812,0.830811,0.205322,1.25,0.304878,0.457317,1.45712E+12
231,0.520508,0.826172,0.198242,-1.28049,1.06707,0.304878,1.45712E+12
232,0.516113,0.845215,0.194336,-0.548781,0.70122,1.40244,1.45712E+12
233,0.513184,0.821777,0.196289,0.0914634,0.548781,-0.365854,1.45712E+12
234,0.510742,0.8396,0.193359,-0.243902,0.609756,-0.213415,1.45712E+12
235,0.517578,0.826172,0.208252,-0.70122,1.55488,1.18902,1.45712E+12
236,0.525391,0.83374,0.203613,-4.54268,1.43293,1.7378,1.45712E+12
237,0.528076,0.82959,0.201416,0.70122,1.12805,1.55488,1.45712E+12
238,0.527344,0.81665,0.199463,-1.03659,0.487805,1.52439,1.45712E+12
239,0.540039,0.821045,0.211182,-1.18902,0.609756,2.68293,1.45712E+12
240,0.537354,0.786377,0.214111,1.28049,1.18902,1.21951,1.45712E+12
241,0.552246,0.77832,0.21167,-1.82927,1.4939,1.55488,1.45712E+12
242,0.550049,0.788086,0.226074,-2.0122,0.731707,3.17073,1.45712E+12
243,0.563477,0.797607,0.223389,1.85976,1.46341,0.884146,1.45712E+12
244,0.568604,0.778076,0.208252,-1.89024,0.396341,0.152439,1.45712E+12
245,0.567383,0.81543,0.229492,0.426829,1.15854,-0.731707,1.45712E+12
246,0.570801,0.782715,0.204346,-0.70122,1.03659,0.945122,1.45712E+12
247,0.574951,0.782715,0.231201,-0.0304878,1.37195,1.43293,1.45712E+12
248,0.577148,0.778809,0.221436,-1.12805,0.731707,0.365854,1.45712E+12
249,0.575439,0.782959,0.222412,-0.0609756,1.4939,-0.579268,1.45712E+12
250,0.572754,0.78125,0.220947,-0.823171,-0.182927,0.670732,1.45712E+12
251,0.592529,0.790039,0.224854,1.67683,1.37195,2.10366,1.45712E+12
252,0.583008,0.766846,0.221924,-1.15854,1.43293,3.35366,1.45712E+12
253,0.597656,0.76416,0.220947,0.27439,0.884146,1.46341,1.45712E+12
254,0.615234,0.735107,0.220459,-1.34146,1.25,2.68293,1.45712E+12
255,0.599854,0.756836,0.232422,0.823171,1.55488,1.46341,1.45712E+12
256,0.616699,0.750488,0.224121,-0.640244,1.18902,1.95122,1.45712E+12
257,0.616699,0.863037,0.219971,-1.12805,2.37805,8.23171,1.45712E+12
258,0.65332,0.793701,0.240723,-10.4573,6.64634,38.0183,1.45712E+12
259,0.724121,0.580811,0.280029,-12.561,7.71341,47.1646,1.45712E+12
260,0.777832,0.437744,0.311035,-14.8171,12.2561,45.2134,1.45712E+12
261,0.828369,0.384277,0.400146,-10.8232,10.3659,30.5183,1.45712E+12
262,0.853271,0.281006,0.39209,-21.6159,5.51829,15.8232,1.45712E+12
263,0.861816,0.239502,0.411865,-18.689,3.20122,12.622,1.45712E+12
264,0.865967,0.247803,0.452148,-3.29268,1.40244,0.762195,1.45712E+12
265,0.870605,0.205078,0.453125,6.67683,1.52439,-3.78049,1.45712E+12
266,0.840332,0.151855,0.452148,5.4878,0.609756,-1.28049,1.45712E+12
267,0.853516,0.273926,0.441162,7.5,2.40854,-2.80488,1.45712E+12
268,0.848389,0.214111,0.421875,-9.02439,0.670732,3.41463,1.45712E+12
269,0.842041,0.247559,0.430176,2.22561,0.579268,2.2561,1.45712E+12
270,0.856445,0.29248,0.459961,-1.92073,-0.396341,0.0304878,1.45712E+12
271,0.858398,0.276367,0.410156,-0.335366,-0.365854,0.0914634,1.45712E+12
